WO,"District
","Ward
","Date
","Shift
","Supervisor
",# Staff OR Contracted Crew,"Hours Worked
",# of Equipment (Dump Trucks),In-House/ Contractor (RAW),"Dump Truck Provider 
Contractor",Location,From ,To,"Type (Road Class/ School, Bridge)
","Equip. Method
","# Loads
","Tonnes 
(auto-populates)
","One Side/ Both Sides
","# Km
",Snow Dumped Site,__submission_id
,TEY,11,6-Mar-25,Night - 6:30pm-6:30am,P. Grande,TOA2-3 - Crew 1,,,TOA2-3,,Rose Park Cr,Inglewood Dr,Heath St E,Local,Tractor w/Blower,,0.0,Both ,0.344,Transit ,
,TEY,11,6-Mar-25,Night - 6:30pm-6:30am,P. Grande,TOA2-3 - Crew 1,,,TOA2-3,,Inglewood Dr/Heath St E,St Clair Ave E,Dead end,Local,Tractor w/Blower,,0.0,Both ,0.764,Transit ,
,NY,15,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,12,,TOA2-3,,Kilgour Rd,Bayview Ave,Rumsey Rd,Local,Tractor w/Blower,,0.0,Both,1.032,Transit,
,NY,15,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Craig Cres,Bayview Ave,Bessborough Dr,Local,Tractor w/Blower,,0.0,Both,0,Transit,
,NY,15,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Winsloe Ave,Broadway Ave,Divadale Dr,Local,FEL w/Blower,,0.0,Both,0.264,Transit,
,NY,15,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Tanager Ave,Glenvale Blvd,Broadway Ave,Local,FEL w/Blower,,0.0,Both,0.512,Transit,
,NY,6,23-Feb-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,9,16.0,In-House / A2,,Bathurst St,Steeles Ave,,Intersection,FEL w/Blower,34,340.0,Both,0.02,Transit,
,NY,18,23-Feb-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,,,In-House / A2,,Bathurst St,Rockford Rd,,Intersection,FEL w/Blower,33,330.0,Both,0.02,Transit,
,NY,6,23-Feb-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,,,In-House / A2,,Keele St,401 Expressway W On Ramp to E on Ramp,(Bridge ID: 37X-0194),Bridge,FEL w/Blower,20,200.0,Both,0.45,Transit,
,NY,15,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Beaufield Ave,Glenvale Blvd,Broadway Ave,Local,FEL w/Blower,,0.0,Both,0,Transit,
,NY,15,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Hanna Rd,Glenvale Blvd,Eglinton Ave E,Local,FEL w/Blower,,0.0,Both,1.112,Transit,
,NY,15,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Rumsey Rd,Kilgour Rd,Eglinton Ave E,Local,FEL w/Blower,,0.0,Both,1.254,Transit,
,NY,8,23-Feb-25,Day - 6:30am-6:30pm,S. Soria,SS Crew (1 (7),12,6.0,In-House / A2,,Wilson Ave,Avenue Rd,Yonge St,Arterial,FEL w/Blower,57,570.0,Both,2.54,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 1,12,,TOA2-3,,Bessborough Dr,Glenvale Blvd,Eglinton Ave E,Local,FEL w/Blower,,0.0,Both,1.18,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 1,,,TOA2-3,,Craig Cres,Bayview Ave,Bessborough Dr,Local,FEL w/Blower,,0.0,Both,0.326,Transit,
,NY,15,23-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),12,5.0,In-House / A2,,76 BENNINGTON HEIGHTS DR,BENNINGTON HEIGHTS ELEMENTARY SCHOOL,,School,FEL w/Claw,3,30.0,,0.01,Transit,
,NY,15,23-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,364 BELSIZE DR,MAURICE CODY JR PUBLIC SCHOOL,,School,FEL w/Claw,3,30.0,,0.01,Transit,
,NY,15,23-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,182 BESSBOROUGH DR,ST ANSELM CATHOLIC ELEMENTARY SCHOOL,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,NY,15,23-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,2 STRATHGOWAN CRES,BLYTHWOOD JR PUBLIC SCHOOL,,School,FEL w/Claw,3,30.0,,0.01,Transit,
,NY,15,23-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,40 ERSKINE AVE,JOHN FISHER JR PUBLIC SCHOOL,,School,FEL w/Claw,3,30.0,,0.01,Transit,
,NY,8,23-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,130 GLENGROVE AVE W,JOHN ROSS ROBERTSON JR PUBLIC SCHOOL,,School,FEL w/Claw,3,30.0,,0.01,Transit,
,NY,8,23-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),12,5.0,In-House / A2,,Weston Rd - NB,Mainshep Rd,Sheppard Ave,Arterial,FEL w/Claw,7,70.0,East side,0.232,Transit,
,NY,8,23-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,Duplex Ave - NB,Eglinton Ave,Helendale Ave,Collector,FEL w/Claw,7,70.0,East side,0.249,Transit,
,NY,8,23-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,Helendale Ave - EB,Duplex Ave ,Yonge St,Local,FEL w/Claw,6,60.0,South side,0.17,Transit,
,NY,8,23-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,Orchard View Blvd - WB,Yonge St ,Duplex Ave,Local,FEL w/Claw,6,60.0,North side,0.17,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 1,,,TOA2-3,,Annesley Ave,Bessborough Dr,Hanna Rd,Local,FEL w/Blower,,0.0,Both,0.496,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 1,,,TOA2-3,,Roxville Ave,Glenvale Blvd,Annesley Ave,Local,FEL w/Blower,,0.0,Both,0.31,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 1,,,TOA2-3,,Beaufield Ave,Glenvale Blvd,Broadway Ave,Local,FEL w/Blower,,0.0,Both,0.514,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 1,,,TOA2-3,,Glenbrae Ave,Glenvale Blvd,Broadway Ave,Local,FEL w/Blower,,0.0,Both,0.51,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 1,,,TOA2-3,,Sutherland Dr,Glenvale Blvd,Eglinton Ave E,Local,FEL w/Blower,,0.0,Both,1.122,Transit,
,EY,3,23-Feb-25,Day - 6:30am-6:30pm,E. Moniz,EM Crew 1 (7),12,7.0,In-House / A2,,Grand Ave,FGGE Overpass,"Manitoba St, N of 
(Bridge ID: 415)",Bridge,FEL w/Claw,27,270.0,Both,0.2,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-6:30pm,B. Robinson,BR Crew 1 (8),12,7.0,In-House / A2,,Islington Ave,Judson St,Birmingham St,Bridge,FEL w/Blower,96,960.0,Both,2.36,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-6:30pm,E. Moniz,EM Crew 2 (6),12,4.0,In-House / A2,,5 Swan Ave,Wedgewood Junior Public School,,School,Backhoe and Single Axle Dump,0.5,5.0,,0.01,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-2:30pm,E. Moniz,EM Crew 3 (6),8,4.0,In-House / A2,,279 Burnhamthorpe Rd,Olivet School,,School,Backhoe and Single Axle Dump,0.5,2.5,,0.01,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-2:30pm,E. Moniz,EM Crew 3 (6),,,In-House / A2,,25 Burnhamthorpe Rd,German International School Toronto,,School,Backhoe and Single Axle Dump,0.5,2.5,,0.01,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-2:30pm,E. Moniz,EM Crew 3 (6),,,In-House / A2,,44 Cordova Ave,Islington Junior Middle School,,School,Backhoe and Single Axle Dump,0.5,2.5,,0.01,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-2:30pm,E. Moniz,EM Crew 3 (6),,,In-House / A2,,86 Montgomery Rd,Etobicoke Collegiate Institute,,School,Backhoe and Single Axle Dump,0.5,2.5,,0.01,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-2:30pm,E. Moniz,EM Crew 3 (6),,,In-House / A2,,32 Montgomery Rd,Our Lady of Sorrows Catholic School,,School,Backhoe and Single Axle Dump,0.5,2.5,,0.01,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-2:30pm,E. Moniz,EM Crew 3 (6),,,In-House / A2,,385 Glenroy Ave,Sunnylea Junior School,,School,Backhoe and Single Axle Dump,0.5,2.5,,0.01,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-2:30pm,E. Moniz,EM Crew 3 (6),,,In-House / A2,,71 Ballacaine Dr,Parklawn Junior Middle School,,School,Backhoe and Single Axle Dump,0.5,2.5,,0.01,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-2:30pm,E. Moniz,EM Crew 3 (6),,,In-House / A2,,70 Chartwell rd,Castlebar Junior School,,School,Backhoe and Single Axle Dump,0.5,2.5,,0.01,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-2:30pm,E. Moniz,EM Crew 3 (6),,,In-House / A2,,47 Cowley Ave,West Glen Junior School,,School,Backhoe and Single Axle Dump,0.5,2.5,,0.01,New Toronto,
,EY,3,23-Feb-25,Day - 6:30am-2:30pm,E. Moniz,EM Crew 3 (6),,,In-House / A2,,45 Crendon Dr,Broadacres Junior Public School,,School,Backhoe and Single Axle Dump,0.5,2.5,,0.01,New Toronto,
,TEY,9,8-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,12,,TOA2-3,,Boon Ave,Eversfield Rd,Rogers Rd,Local,Tractor w/Blower,,0.0,Both,0.396,Transit,
,TEY,9,8-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Day Ave,Bloem Ave,Rogers Rd,Local,Tractor w/Blower,,0.0,Both,0.152,Transit,
,TEY,12,8-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Rockvale Ave,Hanson Rd,Rogers Rd,Local,Tractor w/Blower,,0.0,Both,0.414,Transit,
,TEY,12,8-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Blandford St,Hanson Rd,Rogers Rd,Local,Tractor w/Blower,,0.0,Both,0.42,Transit,
,TEY,12,8-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Keywest Ave,Dufferin St,Lauder Ave,Local,Tractor w/Blower,,0.0,Both,0.538,Transit,
,TEY,12,8-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Allenvale Ave,Northcliffe Blvd,Glenholme Ave,Local,Tractor w/Blower,,0.0,Both,0.39,Transit,
,TEY,12,8-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Onslow Cres,Glenholme Ave,Vaughan Rd,Local,Tractor w/Blower,,0.0,Both,0.284,Transit,
,TEY,12,8-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 1,,,TOA2-3,,Bansley Ave,Glenholme Ave,Vaughan Rd,Local,Tractor w/Blower,,0.0,Both,0.474,Transit,
,TEY,12,19-Feb-25,Day - 6:30am-6:30pm,Joe Disli,TOA2-3 - Crew 2,12,4.0,TOA2-3,,Yonge St SB,Belsize Dr,Merton St,Arterial,Skid Steer w/Blower,,0.0,W,0.468,Transit,
,TEY,12,19-Feb-25,Day - 6:30am-6:30pm,Joe Disli,TOA2-3 - Crew 2,,,TOA2-3,,Yonge St NB,Merton St,Belsize Dr,Arterial,Plow/salt unit,,0.0,E,0.468,Transit,
,TEY,12,20-Feb-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,12,5.0,TOA2-3,,Mt. Pleasant Rd - NB,Eglinton Ave,Erskine Ave,Arterial,Tractor w/blower,,0.0,East side,0.475,Transit,
,TEY,12,21-Feb-25,Day - 6:30am-6:30pm,K. Bonner,TOA2-3 - Crew 2,12,15.0,TOA2-3,,Balliol St,Yonge St,#265 Balliol St,Collector,Tractor w/blower,,0.0,S,0.702,Transit,
,TEY,12,21-Feb-25,Night - 6:30pm-6:30am,Joe Disli,TOA2-3 - Crew 2,12,4.0,TOA2-3,,Eglinton Ave - EB,Lillian St,Marmot St,Arterial,Tractor w/Blower,,0.0,South side,0.856,Transit,
,NY,15,22-Feb-25,Day - 6:30am-6:30pm,Kevin Bonner,TOA2-3 - Crew 2,12,15.0,TOA2-3,,Mt Pleasant Rd - SB,Strathgowan Ave,Keewatin Ave,Arterial,FEL w/Blower,,0.0,West side,0.652,Transit,
,NY,8,24-Feb-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),12,6.0,In-House / A2,,Wilson Ave,Bathurst Ave,Avenue Rd,Arterial,FEL w/Blower,30,300.0,Both,1.95,Transit,
,NY,8,24-Feb-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Flemington Rd,Over Allen Rd,,Bridge,FEL w/Blower,7,70.0,Both,0.256,Transit,
,NY,15,22-Feb-25,Night - 6:30pm-6:30am,Joe Disli,TOA2-3 - Crew 2,12,4.0,TOA2-3,,Eglinton Ave - EB,Marmot St,Hanna Rd,Arterial,FEL w/Blower,,0.0,South side,0.957,Transit,
,NY,12/15,23-Feb-25,Day - 6:30am-6:30pm,K. Bonner,TOA2-3 - Crew 2,12,15.0,TOA2-3,,Belsize Dr,Boyton Rd,Yonge St,Collector,Tractor w/blower,,0.0,Both,2.594,Transit,
,EY,15,24-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),12,5.0,In-House / A2,,14 BROADWAY AVE,ST MONICA CATHOLIC ELEMENTARY SCHOOL,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,EY,8,24-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,391 ST CLEMENTS AVE,ALLENBY JR PUBLIC SCHOOL,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,EY,8,24-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,70 RIDGE HILL DR,WEST PREPARATORY JR PUBLIC SCHOOL,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,EY,8,24-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,111 DANESBURY AVE,STS COSMAS AND DAMIAN CATHOLIC ELEMENTARY SCHOOL,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,EY,8,24-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,101 ENGLEMOUNT AVE,GLEN PARK PUBLIC SCHOOL,,School,FEL w/Claw,3,30.0,,0.01,Transit,
,EY,8,24-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,125 GLENMOUNT AVE,OUR LADY OF THE ASSUMPTION CATHOLIC ELEMENTARY SCHOOL,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,EY,8,24-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),12,5.0,In-House / A2,,Orchard View Blvd - EB,Yonge St ,Duplex Ave,Local,FEL w/Claw,6,60.0,S,0.17,Transit,
,EY,8,24-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,Orchard View Blvd - WB,Duplex Ave ,Edith Dr,Local,FEL w/Claw,13,130.0,N,0.201,Transit,
,NY,15,23-Feb-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,12,4.0,TOA2-3,,Eglinton Ave - EB,Sutherland Dr,Laird Dr,Arterial,FEL w/Blower,,0.0,South side,0.191,Transit,
,NY,15,23-Feb-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Eglinton Ave - WB,Laird Dr,Walder Ave,Arterial,FEL w/Blower,,0.0,North side,1.37,Transit,
,NY,15,24-Feb-25,Day - 6:30am-6:30pm,K. Bonner,TOA2-3 - Crew 2,12,15.0,TOA2-3,,Broadway Ave,Bayview Ave,Yonge St,Collector,Tractor w/blower,,,Both,3.56,Transit,
,TEY,12/11,24-Feb-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,12,5.0,TOA2-3,,Yonge St - SB,St Clair Ave,MacPherson Ave,Arterial,FEL w/Blower,,,West side,1.03,Transit,
,NY,15,25-Feb-25,Day - 6:30am-6:30pm,K. Bonner,TOA2-3 - Crew 2,12,15.0,TOA2-3,,Erskine Ave - WB,Yonge St,Mount Pleasant Rd,Collector,FEL w/Blower,,0.0,North side,0.611,Transit,
,NY,15,25-Feb-25,Day - 6:30am-6:30pm,K. Bonner,TOA2-3 - Crew 2,,,TOA2-3,,Keewatin Ave - WB,Yonge St,Mount Pleasant Rd,Collector,FEL w/Blower,,0.0,North side,0.598,Transit,
,NY,15,25-Feb-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,12,4.0,TOA2-3,,Moore Ave ,Mt Pleasant Rd,Bayview Ave,Arterial/Collector,FEL w/Blower,,0.0,Both sides,2.18km,Transit,
,NY,15,25-Feb-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Moore Ave/Southvale Dr - EB,Bayview Ave,Mallory Cres,Arterial/Collector,FEL w/Blower,,0.0,South side,1.09,Transit,
,NY,15,26-Feb-25,Day - 6:30am-3:30pm,K. Bonner,TOA2-3 - Crew 2,9,15.0,TOA2-3,,Elvina Gdns,Erskine Ave,Mount Pleasant Rd,Local,FEL w/Blower,,0.0,Both,0.538,Transit,
,NY,15,2-Mar-25,Day - 6:30am-6:30pm,K. Bonner,TOA2-3 - Crew 2,12,15.0,TOA2-3,,Erskine Ave,Mt Pleasant Rd,Dead End at cemetary,Local,FEL w/Blower,,0.0,Both,0.836,Transit,
,TEY,12/11,2-Mar-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,12,4.0,TOA2-3,,Yonge St - NB,Bloor St,Eglinton Ave,Arterial,Tractor w/Blower,14,140.0,East side,4.15,Transit,
,NY,15,3-Mar-25,Day - 6:30am-6:30pm,K. Bonner,TOA2-3 - Crew 2,12,15.0,TOA2-3,,Roehampton Ave - WB,Yonge St,Bayview Ave,Collector,FEL w/Blower,,0.0,North side,1.77,Transit,
,NY,8,3-Mar-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,12,4.0,TOA2-3,,Lawrence Ave - WB,Bathurst St,Caledonia Rd,Arterial,Tractor w/blower,9,90.0,North side,3.05,Transit,
,NY,15,3-Mar-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Southvale Dr,Hanna Rd,Laird Dr/ Millwood Rd,Collector,Tractor w/blower,7,70.0,Both,0.744,Transit,
,EY,2,24-Feb-25,Day - 6:30am-6:30pm,B. Robinson,BR Crew 1 (7),12,3.0,In-House / A2,,Kipling Ave,Olivewood Rd,Dundas St W,Bridge,Loader w/Claw,22,220.0,Both,0.556,New Toronto,
,EY,3,24-Feb-25,Day - 6:30am-6:30pm,B. Robinson,BR Crew 2 (8),12,5.0,In-House / A2,,Kipling Ave,Burnhamthorpe ,Rathburn ,Bridge,Loader w/Blower,48,480.0,East,1.1,New Toronto,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,12,,Toronto Water,,45 GOLFDOWN DR,THE ELMS & BOYS LEADERSHIP,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,850 HUMBERWOOD BLVD,HOLY CHILD CATHOLIC ELEMENTARY SCHOOL,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,850 HUMBERWOOD BLVD,HUMBERWOOD DOWNS JR MDL ACADEMY,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,15 DELSING DR,WEST HUMBER JR MDL SCHOOL,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,55 GOLFDOWN DR,ST STEPHEN CATHOLIC ELEMENTARY SCHOOL,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,2202 KIPLING AVE,ST BENEDICT CATHOLIC ELEMENTARY SCHOOL,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,30 HAREFIELD DR,RIVERCREST JR SCHOOL,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,2533 KIPLING AVE,ST ANDREW CATHOLIC ELEMENTARY SCHOOL,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,45 KINGSVIEW BLVD,ST MAURICE CATHOLIC ELEMENTARY SCHOOL,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,105 THISTLE DOWN BLVD,ST JOHN VIANNEY CATHOLIC ELEMENTARY SCHOOL,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,520 SILVERSTONE DR,MELODY VILLAGE JR SCHOOL,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,70 MONTERREY DR,BEAUMONDE HEIGHTS JR MDL SCHOOL,,School,,,,,0.01,,
,EY,1,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 1,,,Toronto Water,,15 TANDRIDGE CRES,BRAEBURN JR SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,12,,Toronto Water,,580 RATHBURN RD,SENECA SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,,,Toronto Water,,315 THE WESTWAY,DIXON GROVE JR MDL SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,,,Toronto Water,,15 DENFIELD ST,ST MARCELLUS CATHOLIC ELEMENTARY SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,,,Toronto Water,,35 SAFFRON CRES,NATIVITY OF OUR LORD CATHOLIC ELEMENTARY SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,,,Toronto Water,,47 COWLEY AVE,WEST GLEN JR SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,,,Toronto Water,,225 WELLESWORTH DR,WELLESWORTH JR SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,,,Toronto Water,,1435 ROYAL YORK RD,ALL SAINTS CATHOLIC ELEMENTARY SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,,,Toronto Water,,60 WELLESWORTH DR,BRIARCREST JR SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,,,Toronto Water,,411 MILL RD,MILL VALLEY JR SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,,,Toronto Water,,15 ROSSBURN DR,EATONVILLE JR SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,,,Toronto Water,,720 RENFORTH DR,MOTHER CABRINI CATHOLIC ELEMENTARY SCHOOL,,School,,,,,0.01,,
,EY,2,24-Feb-25,Night - 6:30pm-6:30am,Frank Figliano - TW,TW Crew 2,,,Toronto Water,,45 CRENDON DR,BROADACRES JR SCHOOL,,School,,,,,0.01,,
,NY,15,3-Mar-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Millwood Rd,Southvale Dr/ Millwood Rd,Overlea Blvd,Arterial,Tractor w/blower,5,50.0,Both,1.348,Transit,
,NY,15,4-Mar-25,Day - 6:30am-6:30pm,K. Bonner,TOA2-3 - Crew 2,12,15.0,TOA2-3,,Cardiff Rd,Eglinton Ave E,Dead end,Local,FEL w/Blower,,0.0,Both,0.732,Transit,
,NY,15,4-Mar-25,Day - 6:30am-6:30pm,K. Bonner,TOA2-3 - Crew 2,,,TOA2-3,,Banff Rd,Eglinton Ave E,Dead end,Local,FEL w/Blower,,0.0,Both,0.726,Transit,
,NY,15,4-Mar-25,Day - 6:30am-6:30pm,K. Bonner,TOA2-3 - Crew 2,,,TOA2-3,,Walder Ave,Eglinton Ave E,Dead end,Local,FEL w/Blower,,0.0,Both,0.712,Transit,
,NY,15,4-Mar-25,Day - 6:30am-6:30pm,K. Bonner,TOA2-3 - Crew 2,,,TOA2-3,,Rowley Ave,Roehampton Ave,Dead end,Local,FEL w/Blower,,0.0,Both,0.498,Transit,
,TEY,12,4-Mar-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,12,4.0,TOA2-3,,Millwood Rd,Yonge St,Mt Pleasant Rd,Local,Tractor w/Blower,,0.0,Both ,1.642,Transit,
,TEY,12,4-Mar-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Acacia Rd,Belsize Dr,Davisville Ave,Local,Tractor w/Blower,,0.0,Both ,0.52,Transit,
,TEY,12,4-Mar-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Manor Rd E,Yonge St,Mt Pleasant Rd,Collector,Tractor w/Blower,,0.0,Both ,1.476,Transit,
,NY,16,25-Feb-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,9,16.0,In-House / A2,,Eglinton Ave,Wynford Dr,Wynford Dr,Bridge,FEL w/Claw,6,60.0,N/S Side,0.2,Transit,
